agencycode,agencyname,bureaucode,bureauname,accountcode,accountname,treasurycode,subfunctioncode,subfunctiontitle,beacat,onoffbudget,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,2023y,y2024,y2025
24,Department of Homeland Security,0,Department of Homeland Security,538510,"Fees, Aviation Security Capital Fund",70,402,Air transportation,M,On-budget,-250000,-250000,-250000,-250000,-250000,-250000,-250000,-250000,-250000,-250000,-250000
24,Department of Homeland Security,0,Department of Homeland Security,538910,H-1B and L Fraud Prevention and Detection Account,70,751,Federal law enforcement activities,M,On-budget,-143000,-143000,-139000,-153000,-156000,-156000,-158000,-160000,-163000,-165000,-165000
24,Department of Homeland Security,0,Department of Homeland Security,539010,Unclaimed Checkpoint Money,70,751,Federal law enforcement activities,M,On-budget,-1000,-1000,-1000,-1000,-1000,0,0,0,0,0,0
24,Department of Homeland Security,0,Department of Homeland Security,545110,"Fines and Penalties, Immigration Enforcement Account",70,751,Federal law enforcement activities,M,On-budget,-1000,-1000,-1000,0,0,0,0,0,0,0,0
24,Department of Homeland Security,0,Department of Homeland Security,554310,International Registered Traveler Program Fund,70,751,Federal law enforcement activities,D,On-budget,-89000,-151000,-155000,-174000,-233000,-196000,-200000,-205000,-211000,-216000,-220000
24,Department of Homeland Security,0,Department of Homeland Security,554510,"Fees, Airport Checkpoint Screening Fund",70,402,Air transportation,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,0,Department of Homeland Security,556910,"Fees, APEC Business Travel Card",70,751,Federal law enforcement activities,M,On-budget,-1000,-1000,-1000,-2000,-2000,-2000,-2000,-2000,-2000,-2000,-2000
24,Department of Homeland Security,0,Department of Homeland Security,569400,"Fees, Customs and Border Protection Services at User Fee Facilities",70,751,Federal law enforcement activities,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,0,Department of Homeland Security,569400,"Fees, Customs and Border Protection Services at User Fee Facilities",70,751,Federal law enforcement activities,M,On-budget,-8000,-9000,-9000,-16000,-14000,-14000,-14000,-15000,-15000,-15000,-15000
24,Department of Homeland Security,0,Department of Homeland Security,569520,"Customs Conveyance, Passenger, and Other Fees",70,751,Federal law enforcement activities,M,On-budget,-722000,-763000,-806000,-859000,-939000,-956000,-1338000,-1374000,-1415000,-1442000,-1470000
24,Department of Homeland Security,0,Department of Homeland Security,569530,"US Customs User Fees Account, Merchandise Processing",70,751,Federal law enforcement activities,M,On-budget,-2375000,-2297000,-2413000,-2628000,-2732000,-2843000,-2994000,-3132000,-3278000,-3413000,-3564000
24,Department of Homeland Security,0,Department of Homeland Security,569540,"US Customs User Fees Account, Excess Inspection Fees (1994-1997)",70,751,Federal law enforcement activities,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,0,Department of Homeland Security,569550,Elimination of NAFTA Certain Customs Fees Exemption,70,751,Federal law enforcement activities,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,0,Department of Homeland Security,569560,"Customs Fees, Inflation Adjustment",70,751,Federal law enforcement activities,M,On-budget,0,0,0,0,0,-51000,-124000,-160000,-195000,-227000,-260000
24,Department of Homeland Security,0,Department of Homeland Security,570110,"Fees, National Flood Insurance Reserve Fund",70,453,Disaster relief and insurance,M,On-budget,-477000,-919000,-880000,-880000,-865000,-962000,-1036000,-865000,-891000,-919000,-949000
24,Department of Homeland Security,0,Department of Homeland Security,570120,"Earnings on Investments, National Flood Insurance Reserve Fund",70,908,Other interest,N,On-budget,27000,101000,-133000,1000,-17000,-21000,-32000,-29000,-5000,-6000,-6000
24,Department of Homeland Security,0,Department of Homeland Security,570210,"Temporary L-1 Visa Fees, 9-11 Response and Biometric Exit Account",70,751,Federal law enforcement activities,M,On-budget,0,-19000,-19000,-13000,-12000,-47000,-47000,-47000,-47000,-47000,-47000
24,Department of Homeland Security,0,Department of Homeland Security,570230,"Temporary H-1B Visa Fees, 9-11 Response and Biometric Exit Account",70,751,Federal law enforcement activities,M,On-budget,0,-59000,-43000,-47000,-47000,-13000,-13000,-13000,-13000,-13000,-13000
24,Department of Homeland Security,0,Department of Homeland Security,571010,"Sale of Real Property, U.S. Coast Guard Housing Special Fund",70,403,Water transportation,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,0,Department of Homeland Security,571030,"Sale of Real Property, Coast Guard Housing Fund",70,403,Water transportation,D,On-budget,0,0,0,0,0,0,-4000,-4000,-4000,-4000,-4000
24,Department of Homeland Security,0,Department of Homeland Security,571030,"Sale of Real Property, Coast Guard Housing Fund",70,403,Water transportation,M,On-budget,-3000,-4000,-11000,-5000,-4000,-2000,0,0,0,0,0
24,Department of Homeland Security,0,Department of Homeland Security,814740,Transfer from National Recreation Boating Safety and Improvement Fund,70,403,Water transportation,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,0,Department of Homeland Security,818540,"Recoveries, Oil Spill Liability Trust Fund",70,304,Pollution control and abatement,M,On-budget,-6000,-47000,-44000,-80000,-54000,-58000,-56000,-75000,-69000,-8000,-8000
24,Department of Homeland Security,0,Department of Homeland Security,824410,Gifts and Donations,70,453,Disaster relief and insurance,D,On-budget,-228000,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,0,Department of Homeland Security,824410,Gifts and Donations,70,453,Disaster relief and insurance,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,0,Department of Homeland Security,853310,General Gift Fund,70,403,Water transportation,M,On-budget,-2000,-2000,-3000,-2000,-2000,-3000,-3000,-3000,-3000,-3000,-3000
24,Department of Homeland Security,10,Office of the Secretary and Executive Management,100,Operations and Support,70,453,Disaster relief and insurance,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,10,Office of the Secretary and Executive Management,100,Operations and Support,70,751,Federal law enforcement activities,D,On-budget,457000,144000,137000,140000,141000,169000,150000,150000,150000,150000,150000
24,Department of Homeland Security,10,Office of the Secretary and Executive Management,102,Office of the Chief Information Officer,70,751,Federal law enforcement activities,D,On-budget,310000,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,10,Office of the Secretary and Executive Management,102,Office of the Chief Information Officer,70,751,Federal law enforcement activities,M,On-budget,275000,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,10,Office of the Secretary and Executive Management,115,Analysis and Operations,70,751,Federal law enforcement activities,D,On-budget,252000,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,10,Office of the Secretary and Executive Management,4640,Working Capital Fund,70,751,Federal law enforcement activities,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,10,Office of the Secretary and Executive Management,8244,Gifts and Donations,70,453,Disaster relief and insurance,D,On-budget,228000,0,0,0,1000,0,0,0,0,0,0
24,Department of Homeland Security,10,Office of the Secretary and Executive Management,8244,Gifts and Donations,70,453,Disaster relief and insurance,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,15,Management Directorate,112,Operations and Support,70,453,Disaster relief and insurance,D,On-budget,0,0,0,0,9000,9000,9000,9000,9000,9000,9000
24,Department of Homeland Security,15,Management Directorate,112,Operations and Support,70,751,Federal law enforcement activities,D,On-budget,0,933000,595000,711000,1071000,1173000,1393000,1393000,1393000,1393000,1393000
24,Department of Homeland Security,15,Management Directorate,406,"Procurement, Construction, and Improvements",70,751,Federal law enforcement activities,D,On-budget,0,0,73000,71000,107000,381000,359000,359000,359000,359000,359000
24,Department of Homeland Security,15,Management Directorate,801,Research and Development,70,751,Federal law enforcement activities,D,On-budget,0,0,3000,3000,3000,0,0,0,0,0,0
24,Department of Homeland Security,18,Analysis and Operations,115,Operations and Support,70,751,Federal law enforcement activities,D,On-budget,0,261000,264000,242000,253000,284000,313000,313000,313000,313000,313000
24,Department of Homeland Security,20,Office of the Inspector General,200,Operations and Support,70,751,Federal law enforcement activities,D,On-budget,143000,161000,175000,203000,168000,190000,178000,178000,178000,178000,178000
24,Department of Homeland Security,20,Office of the Inspector General,200,Operations and Support,70,751,Federal law enforcement activities,M,On-budget,6000,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,30,Citizenship and Immigration Services,300,Operations and Support,70,751,Federal law enforcement activities,D,On-budget,124000,117000,103000,109000,110000,120000,119000,119000,119000,119000,119000
24,Department of Homeland Security,30,Citizenship and Immigration Services,300,Operations and Support,70,751,Federal law enforcement activities,M,On-budget,3116000,3490000,3862000,3889000,0,0,0,0,0,0,0
24,Department of Homeland Security,30,Citizenship and Immigration Services,407,"Procurement, Construction, and Improvements",70,751,Federal law enforcement activities,D,On-budget,0,0,15000,23000,23000,0,0,0,0,0,0
24,Department of Homeland Security,30,Citizenship and Immigration Services,408,Federal Assistance,70,751,Federal law enforcement activities,D,On-budget,0,0,0,0,10000,10000,0,0,0,0,0
24,Department of Homeland Security,30,Citizenship and Immigration Services,5088,Immigration Examinations Fee,,751,Federal law enforcement activities,D,On-budget,0,0,0,0,0,0,-4000,-4000,-4000,-4000,-4000
24,Department of Homeland Security,30,Citizenship and Immigration Services,5088,Immigration Examinations Fee,,751,Federal law enforcement activities,M,On-budget,0,0,0,0,3903000,3898000,4117000,4862000,4862000,4862000,4862000
24,Department of Homeland Security,30,Citizenship and Immigration Services,5106,H-1B Nonimmigrant Petitioner Account,,751,Federal law enforcement activities,M,On-budget,0,0,0,0,20000,16000,38000,39000,39000,39000,39000
24,Department of Homeland Security,30,Citizenship and Immigration Services,5389,H-1B and L Fraud Prevention and Detection Account,,751,Federal law enforcement activities,M,On-budget,0,0,0,0,52000,52000,52000,52000,52000,52000,52000
24,Department of Homeland Security,30,Citizenship and Immigration Services,9921,Immigration support,15,751,Federal law enforcement activities,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,40,United States Secret Service,400,Operations and Support,70,751,Federal law enforcement activities,D,On-budget,1702000,1848000,1871000,1917000,2143000,2335000,0,0,0,0,0
24,Department of Homeland Security,40,United States Secret Service,400,Operations and Support,70,751,Federal law enforcement activities,M,On-budget,54000,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,40,United States Secret Service,401,"Procurement, Construction, and Improvements",70,751,Federal law enforcement activities,D,On-budget,55000,79000,164000,90000,97000,67000,0,0,0,0,0
24,Department of Homeland Security,40,United States Secret Service,405,"Contribution for Annuity Benefits, United States Secret Service",70,751,Federal law enforcement activities,M,On-budget,260000,238000,265000,265000,243000,265000,0,0,0,0,0
24,Department of Homeland Security,40,United States Secret Service,804,Research and Development,70,751,Federal law enforcement activities,D,On-budget,0,0,3000,0,3000,12000,0,0,0,0,0
24,Department of Homeland Security,43,Office of the Under Secretary for Border and Transportation Security,520,Salaries and Expenses,70,751,Federal law enforcement activities,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,45,Transportation Security Administration,410,"Procurement, Construction, and Improvements",70,401,Ground transportation,D,On-budget,0,0,15000,34000,0,0,0,0,0,0,0
24,Department of Homeland Security,45,Transportation Security Administration,410,"Procurement, Construction, and Improvements",70,402,Air transportation,D,On-budget,0,0,191000,125000,170000,104000,33000,33000,33000,33000,33000
24,Department of Homeland Security,45,Transportation Security Administration,410,"Procurement, Construction, and Improvements",70,402,Air transportation,M,On-budget,0,251000,250000,250000,251000,250000,250000,250000,250000,250000,250000
24,Department of Homeland Security,45,Transportation Security Administration,541,Federal Air Marshals,70,402,Air transportation,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,45,Transportation Security Administration,550,Operations and Support,70,401,Ground transportation,D,On-budget,0,0,232000,177000,130000,141000,78000,78000,78000,78000,78000
24,Department of Homeland Security,45,Transportation Security Administration,550,Operations and Support,70,402,Air transportation,D,On-budget,3331000,3419000,4416000,4457000,4571000,4672000,3952000,2344000,2300000,2254000,2208000
24,Department of Homeland Security,45,Transportation Security Administration,550,Operations and Support,70,402,Air transportation,M,On-budget,250000,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,45,Transportation Security Administration,551,Surface Transportation Security,70,401,Ground transportation,D,On-budget,123000,97000,-3000,0,0,0,0,0,0,0,0
24,Department of Homeland Security,45,Transportation Security Administration,551,Surface Transportation Security,70,402,Air transportation,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,45,Transportation Security Administration,554,Transportation Security Support,70,402,Air transportation,D,On-budget,937000,919000,-3000,0,0,0,0,0,0,0,0
24,Department of Homeland Security,45,Transportation Security Administration,557,Intelligence and Vetting,70,401,Ground transportation,D,On-budget,0,2000,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,45,Transportation Security Administration,557,Intelligence and Vetting,70,402,Air transportation,D,On-budget,219000,233000,-10000,0,0,0,0,0,0,0,0
24,Department of Homeland Security,45,Transportation Security Administration,802,Research and Development,70,402,Air transportation,D,On-budget,0,0,5000,20000,21000,23000,30000,30000,30000,30000,30000
24,Department of Homeland Security,49,Federal Law Enforcement Training Center,509,Operations and Support,70,751,Federal law enforcement activities,D,On-budget,230000,215000,243000,256000,278000,293000,305000,305000,305000,305000,305000
24,Department of Homeland Security,49,Federal Law Enforcement Training Center,509,Operations and Support,70,751,Federal law enforcement activities,M,On-budget,4000,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,49,Federal Law Enforcement Training Center,510,"Procurement, Construction, and Improvements",70,751,Federal law enforcement activities,D,On-budget,28000,28000,0,5000,51000,58000,26000,26000,26000,26000,26000
24,Department of Homeland Security,50,"Security, Enforcement, and Investigations",508,Transportation Security,70,402,Air transportation,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,50,"Security, Enforcement, and Investigations",606,Payments to the Government of Puerto Rico,20,751,Federal law enforcement activities,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,50,"Security, Enforcement, and Investigations",9922,Miscellaneous permanent appropriations,20,806,General purpose fiscal assistance,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,55,U.S. Immigration and Customs Enforcement,540,Operations and Support,70,751,Federal law enforcement activities,D,On-budget,5819000,5771000,6378000,7075000,7823000,8024000,9822000,10621000,10801000,10894000,10984000
24,Department of Homeland Security,55,U.S. Immigration and Customs Enforcement,540,Operations and Support,70,751,Federal law enforcement activities,M,On-budget,486000,349000,340000,340000,376000,320000,461000,444000,453000,454000,470000
24,Department of Homeland Security,55,U.S. Immigration and Customs Enforcement,543,"Automation Modernization, Immigration and Customs Enforcement",70,751,Federal law enforcement activities,D,On-budget,26000,53000,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,55,U.S. Immigration and Customs Enforcement,545,"Procurement, Construction, and Improvements",70,751,Federal law enforcement activities,D,On-budget,0,0,27000,120000,44000,47000,105000,105000,105000,105000,105000
24,Department of Homeland Security,58,U.S. Customs and Border Protection,530,Operations and Support,70,352,Agricultural research and services,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,58,U.S. Customs and Border Protection,530,Operations and Support,70,751,Federal law enforcement activities,D,On-budget,8541000,8854000,11423000,11875000,13455000,12721000,13320000,13607000,13732000,13857000,13983000
24,Department of Homeland Security,58,U.S. Customs and Border Protection,530,Operations and Support,70,751,Federal law enforcement activities,M,On-budget,1686000,1722000,1866000,1968000,2028000,2087000,2762000,2745000,2856000,2916000,3044000
24,Department of Homeland Security,58,U.S. Customs and Border Protection,531,"Automation Modernization, Customs and Border Protection",70,751,Federal law enforcement activities,D,On-budget,841000,823000,-32000,0,0,0,0,0,0,0,0
24,Department of Homeland Security,58,U.S. Customs and Border Protection,532,"Procurement, Construction, and Improvements",70,751,Federal law enforcement activities,D,On-budget,309000,341000,750000,2318000,2601000,1846000,2281000,2281000,2281000,2281000,2281000
24,Department of Homeland Security,58,U.S. Customs and Border Protection,533,"Border Security Fencing, Infrastructure, and Technology",70,751,Federal law enforcement activities,D,On-budget,430000,411000,-21000,0,0,0,0,0,0,0,0
24,Department of Homeland Security,58,U.S. Customs and Border Protection,544,"Air and Marine Interdiction, Operations, Maintenance, and Procurement",70,751,Federal law enforcement activities,D,On-budget,737000,808000,-22000,0,0,0,0,0,0,0,0
24,Department of Homeland Security,58,U.S. Customs and Border Protection,5533,Payments to Wool Manufacturers,70,376,Other advancement of commerce,M,On-budget,12000,1000,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,58,U.S. Customs and Border Protection,5543,International Registered Traveler,70,751,Federal law enforcement activities,D,On-budget,89000,151000,155000,174000,233000,196000,200000,200000,200000,200000,200000
24,Department of Homeland Security,58,U.S. Customs and Border Protection,5544,Pima Cotton Trust Fund,70,376,Other advancement of commerce,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,58,U.S. Customs and Border Protection,5569,APEC Business Travel Card,70,751,Federal law enforcement activities,M,On-budget,1000,1000,1000,2000,2000,2000,2000,2000,2000,2000,2000
24,Department of Homeland Security,58,U.S. Customs and Border Protection,5595,Electronic System for Travel Authorization,70,751,Federal law enforcement activities,M,On-budget,56000,59000,60000,61000,61000,62000,67000,65000,66000,68000,70000
24,Department of Homeland Security,58,U.S. Customs and Border Protection,5687,"Refunds, Transfers, and Expenses of Operation, Puerto Rico",70,806,General purpose fiscal assistance,M,On-budget,90000,92000,83000,132000,213000,225000,158000,137000,137000,137000,137000
24,Department of Homeland Security,58,U.S. Customs and Border Protection,5702,9-11 Response and Biometric Exit Account,70,751,Federal law enforcement activities,M,On-budget,0,78000,58000,60000,59000,60000,64000,60000,60000,60000,60000
24,Department of Homeland Security,58,U.S. Customs and Border Protection,5703,Electronic Visa Update System,70,751,Federal law enforcement activities,M,On-budget,0,0,0,0,0,0,38000,42000,47000,52000,58000
24,Department of Homeland Security,58,U.S. Customs and Border Protection,8789,"U.S. Customs Refunds, Transfers and Expenses, Unclaimed and Abandoned Goods",70,751,Federal law enforcement activities,M,On-budget,1000,2000,1000,1000,4000,4000,4000,4000,4000,4000,4000
24,Department of Homeland Security,60,United States Coast Guard,247,Port safety development,69,403,Water transportation,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,60,United States Coast Guard,602,Retired Pay,70,403,Water transportation,M,On-budget,1451000,1604000,1667000,1676000,1740000,1802000,1870000,1939000,2007000,2080000,2157000
24,Department of Homeland Security,60,United States Coast Guard,603,Coast Guard Housing Fund,70,403,Water transportation,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,60,United States Coast Guard,610,Operations and Support,70,54,Defense-related activities,D,On-budget,553000,500000,503000,503000,505000,530000,530000,541000,552000,564000,576000
24,Department of Homeland Security,60,United States Coast Guard,610,Operations and Support,70,304,Pollution control and abatement,D,On-budget,0,0,0,0,15000,20000,14000,14000,14000,14000,14000
24,Department of Homeland Security,60,United States Coast Guard,610,Operations and Support,70,403,Water transportation,D,On-budget,6463000,6448000,6535000,6913000,7311000,7607000,7809000,7809000,7809000,7809000,7809000
24,Department of Homeland Security,60,United States Coast Guard,611,Environmental Compliance and Restoration,70,304,Pollution control and abatement,D,On-budget,13000,13000,13000,17000,0,0,0,0,0,0,0
24,Department of Homeland Security,60,United States Coast Guard,612,Reserve Training,70,403,Water transportation,D,On-budget,115000,110000,110000,115000,0,0,0,0,0,0,0
24,Department of Homeland Security,60,United States Coast Guard,613,"Procurement, Construction, and Improvements",70,54,Defense-related activities,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,60,United States Coast Guard,613,"Procurement, Construction, and Improvements",70,403,Water transportation,D,On-budget,1147000,1928000,1280000,3369000,2691000,1753000,1547000,1617000,1617000,1617000,1617000
24,Department of Homeland Security,60,United States Coast Guard,614,Alteration of Bridges,70,403,Water transportation,D,On-budget,0,0,0,-12000,0,0,0,0,0,0,0
24,Department of Homeland Security,60,United States Coast Guard,615,Research and Development,70,403,Water transportation,D,On-budget,17000,18000,36000,29000,3000,-1000,5000,5000,5000,5000,5000
24,Department of Homeland Security,60,United States Coast Guard,616,"Medicare-Eligible Retiree Health Fund Contribution, Homeland Security",70,403,Water transportation,D,On-budget,177000,169000,176000,204000,199000,205000,216000,240000,255000,272000,290000
24,Department of Homeland Security,60,United States Coast Guard,4535,Supply Fund,70,403,Water transportation,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,60,United States Coast Guard,4743,Yard Fund,70,403,Water transportation,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,60,United States Coast Guard,5167,Offshore oil pollution compensation fund,69,304,Pollution control and abatement,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,60,United States Coast Guard,5168,Pollution fund,69,304,Pollution control and abatement,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,60,United States Coast Guard,5170,Deepwater port liability fund,69,304,Pollution control and abatement,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,60,United States Coast Guard,5710,Coast Guard Housing Fund,70,403,Water transportation,D,On-budget,0,0,0,0,0,0,4000,4000,4000,4000,4000
24,Department of Homeland Security,60,United States Coast Guard,8149,Boat Safety,70,403,Water transportation,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,60,United States Coast Guard,8149,Boat Safety,70,403,Water transportation,M,On-budget,113000,115000,113000,114000,118000,126000,125000,119000,120000,121000,123000
24,Department of Homeland Security,60,United States Coast Guard,8314,Trust Fund Share of Expenses,70,304,Pollution control and abatement,D,On-budget,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000
24,Department of Homeland Security,60,United States Coast Guard,8349,Maritime Oil Spill Programs,70,304,Pollution control and abatement,M,On-budget,182000,64000,64000,62000,59000,107000,107000,101000,101000,101000,101000
24,Department of Homeland Security,60,United States Coast Guard,8533,General Gift Fund,70,403,Water transportation,M,On-budget,2000,2000,3000,2000,2000,3000,3000,3000,3000,3000,3000
24,Department of Homeland Security,65,Cybersecurity and Infrastructure Security Agency,117,Operations and Support,70,453,Disaster relief and insurance,D,On-budget,129000,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,65,Cybersecurity and Infrastructure Security Agency,412,"Procurement, Construction, and Improvements",70,54,Defense-related activities,D,On-budget,0,0,440000,414000,319000,435000,313000,320000,326000,333000,340000
24,Department of Homeland Security,65,Cybersecurity and Infrastructure Security Agency,521,Office of Biometric Identity Management,70,751,Federal law enforcement activities,D,On-budget,247000,282000,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,65,Cybersecurity and Infrastructure Security Agency,542,Federal Protective Service,70,804,General property and records management,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,65,Cybersecurity and Infrastructure Security Agency,542,Federal Protective Service,70,804,General property and records management,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,65,Cybersecurity and Infrastructure Security Agency,565,Infrastructure Protection and Information Security,70,54,Defense-related activities,D,On-budget,1225000,1288000,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,65,Cybersecurity and Infrastructure Security Agency,566,Operations and Support,70,54,Defense-related activities,D,On-budget,0,0,1078000,1189000,1273000,1493000,1354000,1382000,1411000,1441000,1471000
24,Department of Homeland Security,65,Cybersecurity and Infrastructure Security Agency,566,Operations and Support,70,453,Disaster relief and insurance,D,On-budget,62000,62000,0,3000,1000,0,0,0,0,0,0
24,Department of Homeland Security,65,Cybersecurity and Infrastructure Security Agency,566,Operations and Support,70,751,Federal law enforcement activities,D,On-budget,0,0,294000,290000,70000,69000,84000,84000,84000,84000,84000
24,Department of Homeland Security,65,Cybersecurity and Infrastructure Security Agency,714,Biodefense Countermeasures,70,551,Health care services,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,65,Cybersecurity and Infrastructure Security Agency,805,Research and Development,70,54,Defense-related activities,D,On-budget,0,0,6000,15000,13000,14000,6000,6000,6000,6000,7000
24,Department of Homeland Security,68,Office of Health Affairs,117,Operations and Support,70,453,Disaster relief and insurance,D,On-budget,0,125000,124000,122000,0,0,0,0,0,0,0
24,Department of Homeland Security,70,Federal Emergency Management Agency,413,Federal Assistance,70,453,Disaster relief and insurance,D,On-budget,0,0,2904000,3215000,3016000,3104000,2483000,2483000,2483000,2483000,2483000
24,Department of Homeland Security,70,Federal Emergency Management Agency,413,Federal Assistance,70,605,Food and nutrition assistance,D,On-budget,0,0,120000,120000,150000,125000,0,0,0,0,0
24,Department of Homeland Security,70,Federal Emergency Management Agency,414,"Procurement, Construction, and Improvements",70,54,Defense-related activities,D,On-budget,0,0,18000,53000,62000,46000,25000,25000,26000,27000,27000
24,Department of Homeland Security,70,Federal Emergency Management Agency,414,"Procurement, Construction, and Improvements",70,453,Disaster relief and insurance,D,On-budget,0,0,17000,33000,72000,87000,62000,62000,62000,62000,62000
24,Department of Homeland Security,70,Federal Emergency Management Agency,500,Flood Hazard Mapping and Risk Analysis Program,70,453,Disaster relief and insurance,D,On-budget,100000,190000,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,70,Federal Emergency Management Agency,560,State and Local Programs,70,453,Disaster relief and insurance,D,On-budget,2531000,2589000,-11000,0,0,0,0,0,0,0,0
24,Department of Homeland Security,70,Federal Emergency Management Agency,560,State and Local Programs,70,754,Criminal justice assistance,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,70,Federal Emergency Management Agency,561,Firefighter Assistance Grants,70,453,Disaster relief and insurance,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,70,Federal Emergency Management Agency,564,United States Fire Administration,70,453,Disaster relief and insurance,D,On-budget,44000,44000,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,70,Federal Emergency Management Agency,700,Operations and Support,70,54,Defense-related activities,D,On-budget,73000,72000,69000,43000,43000,51000,48000,49000,50000,51000,52000
24,Department of Homeland Security,70,Federal Emergency Management Agency,700,Operations and Support,70,451,Community development,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,70,Federal Emergency Management Agency,700,Operations and Support,70,453,Disaster relief and insurance,D,On-budget,861000,887000,979000,1036000,1046000,1051000,1086000,1086000,1086000,1086000,1086000
24,Department of Homeland Security,70,Federal Emergency Management Agency,700,Operations and Support,70,453,Disaster relief and insurance,M,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,70,Federal Emergency Management Agency,700,Operations and Support,70,551,Health care services,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,70,Federal Emergency Management Agency,701,National Predisaster Mitigation Grants,70,453,Disaster relief and insurance,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,70,Federal Emergency Management Agency,702,Disaster Relief Fund,70,453,Disaster relief and insurance,D,On-budget,6604000,6298000,13966000,49238000,12215000,17563000,5653000,5653000,5653000,5653000,5653000
24,Department of Homeland Security,70,Federal Emergency Management Agency,703,Disaster Assistance Direct Loan Program Account,70,453,Disaster relief and insurance,D,On-budget,0,-27000,-152000,820000,2000,0,0,0,0,0,0
24,Department of Homeland Security,70,Federal Emergency Management Agency,703,Disaster Assistance Direct Loan Program Account,70,453,Disaster relief and insurance,M,On-budget,100000,1000,1000,0,0,10000,0,0,0,0,0
24,Department of Homeland Security,70,Federal Emergency Management Agency,707,Emergency Food and Shelter,70,605,Food and nutrition assistance,D,On-budget,120000,120000,0,0,0,0,0,0,0,0,0
24,Department of Homeland Security,70,Federal Emergency Management Agency,710,Office of the Undersecretary for Emergency Preparedness and Response,70,453,Disaster relief and insurance,D,On-budget,0,0,0,0,0,0,0,0,0,0,0
